KO_ID	KO_name	KO_def
K16021	rifJ, asm23	5-deoxy-5-amino-3-dehydroquinate dehydratase
K16022	rif19	flavoprotein hydroxylase
K16024	asm13	methoxymalonate biosynthesis protein
K16025	asm14	methoxymalonate biosynthesis acyl carrier protein
K16026	asm15	methoxymalonate biosynthesis protein
K16027	asm16	methoxymalonate biosynthesis protein
K16028	asm17	O-methyltransferase
K16029	asmA	ansamitocin polyketide synthase A
K16030	asmB	ansamitocin polyketide synthase B
K16031	asmC	ansamitocin polyketide synthase C
K16032	asmD	ansamitocin polyketide synthase D
K16033	asm12	FADH2-dependent halogenase
K16034	asm7	20-O-methyltransferase
K16036	asm19	3-O-acyltransferase
K16037	asm11	4,5-epoxidase
K16038	asm10	N-methyltransferase
K16039	asm25	N-glycosyltransferase
K16043	iolX	scyllo-inositol 2-dehydrogenase (NAD+)
K16044	iolW	scyllo-inositol 2-dehydrogenase (NADP+)
K16045	hsd	3beta-hydroxy-Delta5-steroid dehydrogenase / steroid Delta-isomerase
K16046	CYP142	cholest-4-en-3-one 26-monooxygenase
K16047	hsaA	3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione monooxygenase
K16048	hsaB	3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione monooxygenase reductase component
K16049	hsaC	3,4-dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione 4,5-dioxygenase
K16050	hsaD	4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase
K16051	tesI	3-oxo-5alpha-steroid 4-dehydrogenase
K16052	ynaI, mscMJ	MscS family membrane protein
K16053	ybdG, mscM	miniconductance mechanosensitive channel
K16055	TPS	trehalose 6-phosphate synthase/phosphatase
K16066	ydfG	3-hydroxy acid dehydrogenase / malonic semialdehyde reductase
K16073	ALR, MNR	magnesium transporter
K16074	zntB	zinc transporter
K16075	MRS2, MFM1	magnesium transporter
K16079	omp31	outer membrane immunogenic protein
K16080	mnoP	high affinity Mn2+ porin
K16081	algE	alginate production protein
K16082	KSL6	ent-isokaurene synthase
K16083	CYP71Z6	ent-isokaurene hydroxylase
K16086	E3.1.7.10	(13E)-labda-7,13-dien-15-ol synthase
K16087	TC.FEV.OM3, tbpA, hemR, lbpA, hpuB, bhuR, hugA, hmbR	hemoglobin/transferrin/lactoferrin receptor protein
K16088	TC.FEV.OM1, fhuE, fpvA, fptA	outer-membrane receptor for ferric coprogen and ferric-rhodotorulic acid
K16089	TC.FEV.OM2, cirA, cfrA, hmuR	outer membrane receptor for ferrienterochelin and colicins
K16090	fiu	catecholate siderophore receptor
K16091	fecA	Fe(3+) dicitrate transport protein
K16092	btuB	vitamin B12 transporter
K16096	grsA	gramicidin S synthase 1
K16097	grsB	gramicidin S synthase 2
K16102	vioO	nonribosomal peptide synthetase protein VioO
K16106	blmVI	nonribosomal peptide synthetase protein BlmVI
K16107	blmV	nonribosomal peptide synthetase protein BlmV
K16108	blmX	nonribosomal peptide synthetase protein BlmX
K16109	blmIX	nonribosomal peptide synthetase protein BlmIX
K16110	blmVIII	nonribosomal peptide synthetase protein BlmVIII
K16111	blmVII	nonribosomal peptide synthetase protein BlmVII
K16112	blmIV	nonribosomal peptide synthetase protein BlmIV
K16113	blmIII	nonribosomal peptide synthetase protein BlmIII
K16114	blmE	glycosyl transferase protein BlmE
K16115	blmF	glycosyl transferase / beta-hydroxylase protein BlmF
K16116	snbA	pristinamycin I synthetase 1
K16117	snbC	pristinamycin I synthase 2
K16118	snbDE	pristinamycin I synthase 3 and 4
K16125	syrE	syringomycin synthetase protein SyrE
K16127	mcyG	microcystin synthetase protein McyG
K16132	mcyC	microcystin synthetase protein McyC
K16135	dmlR	LysR family transcriptional regulator, transcriptional activator for dmlA
K16137	nemR	TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon
K16138	uidR	TetR/AcrR family transcriptional regulator, repressor for uid operon
K16139	uidB, gusB	glucuronide carrier protein
K16146	pep2	maltokinase
K16147	glgE	starch synthase (maltosyl-transferring)
K16148	glgM	alpha-maltose-1-phosphate synthase
K16149	K16149	1,4-alpha-glucan branching enzyme
K16150	K16150	glycogen synthase
K16163	K16163	maleylpyruvate isomerase
K16164	K16164	acylpyruvate hydrolase
K16165	nagK	fumarylpyruvate hydrolase
K16167	bpsA, srsA, pks11, pks10	alkylresorcinol/alkylpyrone synthase
K16168	bpsB, srsB	methyltransferase
K16171	faaH	fumarylacetoacetate (FAA) hydrolase
K16173	acd	glutaryl-CoA dehydrogenase (non-decarboxylating)
K16176	mtmB	methylamine---corrinoid protein Co-methyltransferase
K16185	RRAGA_B	Ras-related GTP-binding protein A/B
K16186	RRAGC_D	Ras-related GTP-binding protein C/D
K16188	ytpB	tetraprenyl-beta-curcumene synthase
K16190	GLCAK	glucuronokinase
K16191	K16191, arfA	peptidoglycan-binding protein ArfA
K16192	K16192, arfB	uncharacterized membrane protein ArfB
K16193	arfC	uncharacterized membrane protein ArfC
K16196	EIF2AK4	eukaryotic translation initiation factor 2-alpha kinase 4
K16203	dppA1	D-amino peptidase
K16207	MRN1	marneral synthase
K16208	LUP5	lupeol synthase 5
K16210	togT, rhiT	oligogalacturonide transporter
K16211	malY, malT	maltose/moltooligosaccharide transporter
K16212	mgp	4-O-beta-D-mannosyl-D-glucose phosphorylase
K16213	cbe, mbe	cellobiose epimerase
K16214	pezT	UDP-N-acetylglucosamine kinase
K16215	mrsA	2-ketoarginine methyltransferase
K16216	yueD	benzil reductase ((S)-benzoin forming)
K16217	gppmt	geranyl diphosphate 2-C-methyltransferase
K16218	mibs	2-methylisoborneol synthase
K16219	NTMT1, METTL11A, NTM1	protein N-terminal methyltransferase
K16233	pks18	alpha-pyrone synthase
K16238	eat, eutP	ethanolamine permease
K16239	bsdC	4-hydroxybenzoate decarboxylase subunit C
K16242	dmpN, poxD, tomA3	phenol/toluene 2-monooxygenase (NADH) P3/A3
K16243	dmpL, poxB, tomA1	phenol/toluene 2-monooxygenase (NADH) P1/A1
K16244	dmpM, poxC, tomA2	phenol/toluene 2-monooxygenase (NADH) P2/A2
K16245	dmpO, poxE, tomA4	phenol/toluene 2-monooxygenase (NADH) P4/A4
K16246	dmpP, poxF, tomA5	phenol/toluene 2-monooxygenase (NADH) P5/A5
K16247	gutR	LuxR family transcriptional regulator, glucitol operon activator
K16249	dmpK, poxA, tomA0	phenol/toluene 2-monooxygenase (NADH) P0/A0
K16254	mxaJ	mxaJ protein
K16255	mxaG	cytochrome c-L
K16256	mxaA	mxaA protein
K16257	mxaC	mxaC protein
K16258	mxaK	mxaK protein
K16259	mxaL	mxaL protein
K16260	mxaD	mxaD protein
K16261	YAT	yeast amino acid transporter
K16263	yjeH	amino acid efflux transporter
K16264	czcD, zitB	cobalt-zinc-cadmium efflux system protein
K16265	CYP71E7	(E)-2-methylbutanal oxime monooxygenase
K16267	zipB	zinc and cadmium transporter
K16268	todC2, bedC2, tcbAb	benzene/toluene/chlorobenzene dioxygenase subunit beta
K16270	todE	3-methylcatechol 2,3-dioxygenase
K16275	BAH, NLA	E3 ubiquitin-protein ligase BAH
K16291	erfK	L,D-transpeptidase ErfK/SrfK
K16300	eexE	membrane fusion protein, epimerase transport system
K16301	efeB	deferrochelatase/peroxidase EfeB
K16302	CNNM	metal transporter CNNM
K16303	cmtAc	p-cumate 2,3-dioxygenase subunit beta
K16304	cmtAd	p-cumate 2,3-dioxygenase ferredoxin component
K16306	K16306	fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase
K16315	GSG2	serine/threonine-protein kinase haspin
K16317	trmY	tRNA (pseudouridine54-N1)-methyltransferase
K16318	trm14	tRNA (guanine6-N2)-methyltransferase
K16319	andAc	anthranilate 1,2-dioxygenase large subunit
K16320	andAd	anthranilate 1,2-dioxygenase small subunit
K16328	psuK	pseudouridine kinase
K16329	psuG	pseudouridylate synthase
K16342	PLA2G4, CPLA2	cytosolic phospholipase A2
K16347	ecnA	entericidin A
K16348	ecnB	entericidin B
K16363	lpxC-fabZ	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase
K16365	SGTA	small glutamine-rich tetratricopeptide repeat-containing protein alpha
K16368	DGK1	diacylglycerol kinase (CTP)
K16369	CHO2	phosphatidylethanolamine N-methyltransferase
K16370	pfkB	6-phosphofructokinase 2
K16371	gatZ-kbaZ	D-tagatose-1,6-bisphosphate aldolase subunit GatZ/KbaZ
K16372	nidA1	niddamycin polyketide synthase 1
K16373	nidA3	niddamycin polyketide synthase 3
K16376	fkbC	polyketide synthase FkbC
K16392	fscA	candicidin polyketide synthase FscA
K16393	fscB	candicidin polyketide synthase FscB
K16394	epoA	epothilone polyketide synthase A
K16395	epoB	epothilone synthetase B
K16396	epoC	epothilone polyketide synthase C
K16397	epoD	epothilone polyketide synthase D
K16398	epoE	epothilone polyketide synthase E
K16399	epoF	epothilone polyketide synthase F
K16400	epoK	cytochrome P450 enzyme
K16401	sorA	soraphen polyketide synthase A
K16402	sorB	soraphen polyketide synthase B
K16403	sorM	O-methyltransferase
K16404	sorR	reductase
K16405	stiA	stigmatellin polyketide synthase StiA
K16406	stiB	stigmatellin polyketide synthase StiB
K16407	stiC	stigmatellin polyketide synthase StiC
K16408	stiD	stigmatellin polyketide synthase StiD
K16409	stiE	stigmatellin polyketide synthase StiE
K16410	stiF	stigmatellin polyketide synthase StiF
K16411	stiG	stigmatellin polyketide synthase StiG
K16412	stiH	stigmatellin polyketide synthase StiH
K16413	stiJ	stigmatellin polyketide synthase StiJ
K16414	stiK	methyltransferase
K16415	stiL	cytochrome P450 dependent monooxygenase
K16418	mlsA1	mycolactone core lactone polyketide synthase MlsA1
K16419	mlsB	mycolactone side chain polyketide synthase
K16421	hmaS, nocF	4-hydroxymandelate synthase
K16422	hmo, nocN	4-hydroxymandelate oxidase
K16423	hpgT, nocG	(S)-3,5-dihydroxyphenylglycine transaminase
K16424	dpgA	3,5-dihydroxyphenylacetyl-CoA synthase
K16425	dpgB	isomerase DpgB
K16426	dpgD	dehydration protein DpgD
K16427	dpgC	(3,5-dihydroxyphenyl)acetyl-CoA 1,2-dioxygenase
K16428	cepA	nonribosomal peptide synthetase CepA
K16429	cepB	nonribosomal peptide synthetase CepB
K16430	cepC	nonribosomal peptide synthetase CepC
K16431	cepH, sgcC3, mdpC3, kedY3	FAD-dependent halogenase
K16432	cepK	nonribosomal peptide synthetase CepK
K16433	cepL	hydroxylation protein CepL
K16434	cepJ	thioesterase CepJ
K16435	evaA, eryBVI, tylCVI, tylX3, staJ	dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose 2,3-dehydratase
K16436	evaB, megDII, angB, staI	dTDP-3-amino-2,3,6-trideoxy-4-keto-D-glucose/dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose/dTDP-2,6-dideoxy-D-kanosamine transaminase
K16437	evaC	methylation protein EvaC
K16438	evaD, eryBVII, aveBV, megDIV, staE	5-epimerase
K16439	evaE	reductase EvaE
K16440	gtfA	chloroorienticin B synthase
K16442	gtfC	glycosyltransferase GtfC
K16443	gtfD	desvancosaminyl-vancomycin vancosaminetransferase
K16444	gtfB, gtfE	vancomycin aglycone glucosyltransferase
K16445	cepE, oxyA, CYP165A3	oxidation protein CepE
K16446	cepF, oxyB, CYP165B3	oxidation protein CepF
K16447	cepG, oxyC, CYP165C4	oxidation protein CepG
K16448	mtfA	methylation protein MtfA
K16450	mlsA2	mycolactone core lactone polyketide synthase MlsA2
K16489	SFI1	protein SFI1
K16514	galD	4-oxalomesaconate tautomerase
K16515	galB	4-oxalomesaconate hydratase
K16516	galR	LysR family transcriptional regulator, regulator for genes of the gallate degradation pathway
K16552	exoF	polysaccharide biosynthesis/export protein ExoF
K16554	exoP, vpsO	polysaccharide biosynthesis transport protein
K16555	exoO	succinoglycan biosynthesis protein ExoO
K16556	exoM	succinoglycan biosynthesis protein ExoM
K16557	exoA	succinoglycan biosynthesis protein ExoA
K16558	exoL	succinoglycan biosynthesis protein ExoL
K16559	exoK	endo-1,3-1,4-beta-glycanase ExoK
K16560	exoH	succinoglycan biosynthesis protein ExoH
K16562	exoW	succinoglycan biosynthesis protein ExoW
K16563	exoV	succinoglycan biosynthesis protein ExoV
K16564	exoU	succinoglycan biosynthesis protein ExoU
K16565	exoX	exopolysaccharide production repressor protein
K16566	exoY	exopolysaccharide production protein ExoY
K16567	exoQ	exopolysaccharide production protein ExoQ
K16568	exoZ	exopolysaccharide production protein ExoZ
K16569	TUBGCP2, GCP2	gamma-tubulin complex component 2
K16570	TUBGCP3, GCP3	gamma-tubulin complex component 3
K16572	TUBGCP5, GCP5	gamma-tubulin complex component 5
K16578	CLASP1_2	CLIP-associating protein 1/2
K16584	HAUS1	HAUS augmin-like complex subunit 1
K16593	bioI, CYP107H	pimeloyl-[acyl-carrier protein] synthase
K16635	exoS	exoenzyme S
K16639	LACTB2	endoribonuclease LACTB2
K16645	hbhA	heparin binding hemagglutinin HbhA
K16647	aftC	arabinofuranan 3-O-arabinosyltransferase
K16648	aftD	arabinofuranan 3-O-arabinosyltransferase
K16649	glft1	rhamnopyranosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,3/1,4-galactofuranosyltransferase
K16650	glft2	galactofuranosylgalactofuranosylrhamnosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase
K16651	pduX	L-threonine kinase
K16652	dprE2	decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose 2-reductase
K16653	dprE1	decaprenylphospho-beta-D-ribofuranose 2-oxidase
K16675	ZDHHC9_14_18	palmitoyltransferase ZDHHC9/14/18
K16692	etk-wzc	tyrosine-protein kinase Etk/Wzc
K16693	wzxE	enterobacterial common antigen flippase
K16694	tuaB	teichuronic acid exporter
K16697	tuaC	teichuronic acid biosynthesis glycosyltransferase TuaC
K16698	tuaG	teichuronic acid biosynthesis glycosyltransferase TuaG
K16699	tuaH	teichuronic acid biosynthesis glycosyltransferase TuaH
K16703	wcaL, amsK	colanic acid/amylovoran biosynthesis glycosyltransferase
K16704	rffC, wecD	dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase
K16705	tuaE	teichuronic acid biosynthesis protein TuaE
K16710	wcaK, amsJ	colanic acid/amylovoran biosynthesis protein
K16722	SPD2	spindle-defective protein 2
K16732	PRC1	protein regulator of cytokinesis 1
K16743	ASPM, ASP	abnormal spindle-like microcephaly-associated protein
K16783	bioN	biotin transport system permease protein
K16784	bioM	biotin transport system ATP-binding protein
K16785	ecfT	energy-coupling factor transport system permease protein
K16786	ecfA1	energy-coupling factor transport system ATP-binding protein
K16787	ecfA2	energy-coupling factor transport system ATP-binding protein
K16789	thiT	thiamine transporter
K16794	PAFAH1B1, LIS1	platelet-activating factor acetylhydrolase IB subunit alpha
K16795	PAFAH1B2_3	platelet-activating factor acetylhydrolase IB subunit beta/gamma
K16803	CKAP5	cytoskeleton-associated protein 5
K16830	AURKAIP1	aurora kinase A-interacting protein
K16833	PPP1R2, IPP2	protein phosphatase inhibitor 2
K16838	pucL	urate oxidase / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase
K16839	hpxO	FAD-dependent urate hydroxylase
K16840	hpxQ	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase
K16841	hpxA	allantoin racemase
K16842	hpxB	allantoinase
K16843	slcC	(S)-sulfolactate dehydrogenase
K16844	comC	(2R)-3-sulfolactate dehydrogenase (NADP+)
K16845	suyA	(2R)-sulfolactate sulfo-lyase subunit alpha
K16846	suyB	(2R)-sulfolactate sulfo-lyase subunit beta
K16849	uxaA1	altronate dehydratase small subunit
K16850	uxaA2	altronate dehydratase large subunit
K16862	PLD6	mitochondrial cardiolipin hydrolase
K16868	tehB	tellurite methyltransferase
K16869	lipL	octanoyl-[GcvH]:protein N-octanoyltransferase
K16870	wbbL	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase
K16871	POP2	4-aminobutyrate---pyruvate transaminase
K16872	E2.3.1.207	beta-ketodecanoyl-[acyl-carrier-protein] synthase
K16873	hmfH	5-(hydroxymethyl)furfural/furfural oxidase
K16874	hmfF	2,5-furandicarboxylate decarboxylase 1
K16875	hmfG	2,5-furandicarboxylate decarboxylase 2
K16876	hmfD	2-furoate---CoA ligase
K16877	hmfA	2-furoyl-CoA dehydrogenase large subunit
K16878	hmfB	2-furoyl-CoA dehydrogenase FAD binding subunit
K16879	hmfC	2-furoyl-CoA dehydrogenase 2Fe-2S iron sulfur subunit
K16880	hmfE	2-oxoglutaroyl-CoA hydrolase
K16881	K16881	mannose-1-phosphate guanylyltransferase / phosphomannomutase
K16883	sta	heat-stable enterotoxin STa/STI
K16884	stb	heat-stable enterotoxin STb/STII
K16885	qmoA	quinone-modifying oxidoreductase, subunit QmoA
K16886	qmoB	quinone-modifying oxidoreductase, subunit QmoB
K16887	qmoC	quinone-modifying oxidoreductase, subunit QmoC
K16898	addA	ATP-dependent helicase/nuclease subunit A
K16899	addB	ATP-dependent helicase/nuclease subunit B
K16904	DCTPP1	dCTP diphosphatase
K16905	K16905	fluoroquinolone transport system permease protein
K16906	K16906	fluoroquinolone transport system permease protein
K16907	K16907	fluoroquinolone transport system ATP-binding protein
K16912	LAS1	ribosomal biogenesis protein LAS1
K16915	cbiL	nickel transport protein
K16922	yydH	putative peptide zinc metalloprotease protein
K16923	qrtT	energy-coupling factor transport system substrate-specific component
K16924	mtsT	energy-coupling factor transport system substrate-specific component
K16925	ykoE	energy-coupling factor transport system substrate-specific component
K16927	cbrT	energy-coupling factor transport system substrate-specific component
K16928	mtaT	energy-coupling factor transport system substrate-specific component
K16930	cdat8	tRNA(cytosine8) deaminase
K16937	doxD	thiosulfate dehydrogenase (quinone) large subunit
K16945	CDC11	cell division control protein 11
K16951	asrB	anaerobic sulfite reductase subunit B
K16964	ddhA	dimethylsulfide dehydrogenase subunit alpha
K16965	ddhB	dimethylsulfide dehydrogenase subunit beta
K16966	ddhC	dimethylsulfide dehydrogenase subunit gamma
K16967	dmoA	dimethyl-sulfide monooxygenase
K16968	msmA	methanesulfonate monooxygenase subunit alpha
K16969	msmB	methanesulfonate monooxygenase subunit beta
K17048	ebdB	ethylbenzene hydroxylase subunit beta
K17049	ebdC	ethylbenzene hydroxylase subunit gamma
K17050	serA, clrA	selenate/chlorate reductase subunit alpha
K17051	serB, clrB	selenate/chlorate reductase subunit beta
K17052	serC, clrC	selenate/chlorate reductase subunit gamma
K17053	ABP140	tRNAThr (cytosine32-N3)-methyltransferase
K17054	CFAT	coniferyl alcohol acyltransferase
K17055	EGS1	eugenol synthase
K17056	IGS1	isoeugenol synthase
K17057	IEMT1	(iso)eugenol O-methyltransferase
K17058	EOMT1, CVOMT1	eugenol/chavicol O-methyltransferase
K17059	AIMT1	trans-anol O-methyltransferase
K17064	ddh	D-2-hydroxyacid dehydrogenase (NADP+)
K17066	MOX	alcohol oxidase
K17067	mdo	formaldehyde dismutase / methanol dehydrogenase
K17068	fdm	formaldehyde dismutase
K17069	MET17	O-acetylhomoserine/O-acetylserine sulfhydrylase
K17070	dcmA	dichloromethane dehalogenase
K17071	dcmR	transcriptional repressor of dcmA and dcmR
K17086	TM9SF2_4	transmembrane 9 superfamily member 2/4
K17103	CHO1, pssA	CDP-diacylglycerol---serine O-phosphatidyltransferase
K17104	E2.5.1.41	phosphoglycerol geranylgeranyltransferase
K17105	E2.5.1.42	geranylgeranylglycerol-phosphate geranylgeranyltransferase
K17108	GBA2	non-lysosomal glucosylceramidase
K17192	AA7GT	cyanidin 3-O-glucoside 7-O-glucosyltransferase (acyl-glucose)
K17194	AA5GT	cyanidin 3-O-glucoside 5-O-glucosyltransferase (acyl-glucose)
K17202	K17202, eryG	erythritol transport system substrate-binding protein
K17203	K17203, eryF	erythritol transport system permease protein
K17204	eryE	erythritol transport system ATP-binding protein
K17208	K17208, ibpA	inositol transport system substrate-binding protein
K17209	iatP	inositol transport system permease protein
K17210	iatA	inositol transport system ATP-binding protein
K17211	CURS3	curcumin/demethoxycurcumin synthase
K17213	K17213	inositol transport system substrate-binding protein
K17214	K17214	inositol transport system permease protein
K17215	K17215	inositol transport system ATP-binding protein
K17218	sqr	sulfide:quinone oxidoreductase
K17222	soxA	L-cysteine S-thiosulfotransferase
K17223	soxX	L-cysteine S-thiosulfotransferase
K17224	soxB	S-sulfosulfanyl-L-cysteine sulfohydrolase
K17225	soxC	sulfane dehydrogenase subunit SoxC
K17226	soxY	sulfur-oxidizing protein SoxY
K17227	soxZ	sulfur-oxidizing protein SoxZ
K17228	sfnG	dimethylsulfone monooxygenase
K17229	fccB	sulfide dehydrogenase [flavocytochrome c] flavoprotein chain
K17230	fccA	cytochrome subunit of sulfide dehydrogenase
K17231	IYD, DEHAL1	iodotyrosine deiodinase
K17234	araN	arabinosaccharide transport system substrate-binding protein
K17237	inoE	inositol-phosphate transport system substrate-binding protein
K17238	inoF	inositol-phosphate transport system permease protein
K17239	inoG	inositol-phosphate transport system permease protein
K17240	inoK	inositol-phosphate transport system ATP-binding protein
K17241	aguE	alpha-1,4-digalacturonate transport system substrate-binding protein
K17242	aguF	alpha-1,4-digalacturonate transport system permease protein
K17243	aguG	alpha-1,4-digalacturonate transport system permease protein
K17244	chiE	putative chitobiose transport system substrate-binding protein
K17245	chiF	putative chitobiose transport system permease protein
K17246	chiG	putative chitobiose transport system permease protein
K17247	msrQ	methionine sulfoxide reductase heme-binding subunit
K17248	pglJ	N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase
K17249	pglH	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase
K17250	pglI	GalNAc5-diNAcBac-PP-undecaprenol beta-1,3-glucosyltransferase
K17251	pglB	undecaprenyl-diphosphooligosaccharide---protein glycotransferase
K17255	GDI1_2	Rab GDP dissociation inhibitor
K17260	ACTR2, ARP2	actin-related protein 2
K17261	CAP1_2, SRV2	adenylyl cyclase-associated protein
K17262	TBCB, CKAP1, ALF1	tubulin-specific chaperone B
K17263	CAND1, TIP120A	cullin-associated NEDD8-dissociated protein 1
K17266	MVP	major vault protein
K17267	COPG	coatomer subunit gamma
K17268	COPE	coatomer subunit epsilon
K17275	PLS1	plastin-1
K17278	PGRMC1_2	membrane-associated progesterone receptor component
K17285	SELENBP1	methanethiol oxidase
K17286	STOM	erythrocyte band 7 integral membrane protein
K17290	HTATIP2	oxidoreductase
K17301	COPB1, SEC26	coatomer subunit beta
K17302	COPB2, SEC27	coatomer subunit beta'
K17310	SAA	serum amyloid A protein
K17313	treU	trehalose transport system permease protein
K17315	gtsA, glcE	glucose/mannose transport system substrate-binding protein
K17316	gtsB, glcF	glucose/mannose transport system permease protein
K17317	gtsC, glcG	glucose/mannose transport system permease protein
K17318	K17318, lplA	putative aldouronate transport system substrate-binding protein
K17319	lplB	putative aldouronate transport system permease protein
K17320	lplC	putative aldouronate transport system permease protein
K17321	glpV	glycerol transport system substrate-binding protein
K17322	K17322, glpP	glycerol transport system permease protein
K17323	glpQ	glycerol transport system permease protein
K17324	glpS	glycerol transport system ATP-binding protein
K17325	K17325, glpT	glycerol transport system ATP-binding protein
K17326	bxlE	xylobiose transport system substrate-binding protein
K17327	bxlF	xylobiose transport system permease protein
K17328	bxlG	xylobiose transport system permease protein
K17329	dasA	N,N'-diacetylchitobiose transport system substrate-binding protein
K17330	dasB	N,N'-diacetylchitobiose transport system permease protein
K17331	dasC	N,N'-diacetylchitobiose transport system permease protein
K17361	ACOT9	acyl-coenzyme A thioesterase 9
K17362	ACOT13	acyl-coenzyme A thioesterase 13
K17364	dmrA	dihydromethanopterin reductase
K17382	LACTB	serine beta-lactamase-like protein LACTB, mitochondrial
K17415	MRP21	small subunit ribosomal protein MRP21
K17417	YMR31	small subunit ribosomal protein YMR-31
K17420	MRPL39	large subunit ribosomal protein L39
K17427	MRPL46	large subunit ribosomal protein L46
K17435	MRPL54	large subunit ribosomal protein L54
K17437	MRPL15	large subunit ribosomal protein L15
K17438	MRPL25	large subunit ribosomal protein L25
K17450	ACO2	homoaconitase
K17462	yrrT	putative AdoMet-dependent methyltransferase
K17468	dgaE	D-glucosaminate-6-phosphate ammonia-lyase
K17472	cymR	Rrf2 family transcriptional regulator, cysteine metabolism repressor
K17475	FTMC, CYP5076C	tryprostatin B 6-hydroxylase
K17476	penM, pntM, CYP161C	pentalenolactone synthase
K17484	E2.3.2.21	cyclo(L-tyrosyl-L-tyrosyl) synthase
K17488	mptA	GTP cyclohydrolase IV
K17491	SMEK, PPP4R3	protein phosphatase 4 regulatory subunit 3
K17497	PMM	phosphomannomutase
K17498	SPN1, IWS1	transcription factor SPN1
K17508	PTC7, PPTC7	protein phosphatase PTC7
K17509	PDPR	pyruvate dehydrogenase phosphatase regulatory subunit
K17522	LGALS5	galectin-5
K17541	SCYL2	SCY1-like protein 2
K17553	PPP1R11	protein phosphatase 1 regulatory subunit 11
K17560	URI1	unconventional prefoldin RPB5 interactor 1
K17583	NOM1	nucleolar MIF4G domain-containing protein 1
K17592	SACS	sacsin
K17600	VPS54	vacuolar protein sorting-associated protein 54
K17605	PPP2R4, PTPA	serine/threonine-protein phosphatase 2A activator
K17606	IGBP1, TAP42	immunoglobulin-binding protein 1
K17608	STRN1_3_4	striatin 1/3/4
K17609	NXN	nucleoredoxin
K17617	CTDNEP1, DULLARD, NEM1	CTD nuclear envelope phosphatase 1
K17619	MDP1	magnesium-dependent phosphatase 1
K17623	PUDP, HDHD1	pseudouridine 5'-phosphatase
K17624	engCP, engBF, endoEF	endo-alpha-N-acetylgalactosaminidase
K17626	cloN1	clorobiocin biosynthesis protein CloN1
K17637	EXOC2, SEC5	exocyst complex component 2
K17643	HYPC	noranthrone monooxygenase
K17644	aflD, nor-1	norsolorinic acid ketoreductase
K17656	MSS51	mitochondrial splicing suppressor protein 51
K17662	CBP3, UQCC	cytochrome b pre-mRNA-processing protein 3
K17669	PET309	pentatricopeptide repeat-containing protein PET309
K17675	SUPV3L1, SUV3	ATP-dependent RNA helicase SUPV3L1/SUV3
K17676	CCE1	cruciform cutting endonuclease 1
K17677	IRC3	ATP-dependent helicase IRC3
K17679	MSS116	ATP-dependent RNA helicase MSS116, mitochondrial
K17680	PEO1	twinkle protein
K17681	ATAD3A_B	ATPase family AAA domain-containing protein 3A/B
K17684	Not found at KEGG	Not found at KEGG
K17686	copA, ctpA, ATP7	P-type Cu+ transporter
K17713	bamB	outer membrane protein assembly factor BamB
K17716	capD	UDP-glucose 4-epimerase
K17717	pld	phospholipase D
K17722	preT	dihydropyrimidine dehydrogenase (NAD+) subunit PreT
K17723	preA	dihydropyrimidine dehydrogenase (NAD+) subunit PreA
K17724	IRG1	aconitate decarboxylase
K17725	ETHE1	sulfur dioxygenase
K17733	cwlK	peptidoglycan LD-endopeptidase CwlK
K17734	aprX	serine protease AprX
K17735	lcdH, cdhA	carnitine 3-dehydrogenase
K17737	dhcR	LysR family transcriptional regulator, carnitine catabolism transcriptional activator
K17741	GRE2	NADPH-dependent methylglyoxal reductase
K17742	SOU1	sorbose reductase
K17743	XR	D-xylose reductase
K17744	GalDH	L-galactose dehydrogenase
K17752	rsbT	serine/threonine-protein kinase RsbT
K17754	cpnA	cyclopentanol dehydrogenase
K17755	codA	choline oxidase
K17756	FAO3	long-chain-alcohol oxidase
K17757	CARKD	ATP-dependent NAD(P)H-hydrate dehydratase
K17758	nnrD	ADP-dependent NAD(P)H-hydrate dehydratase
